	 ExtractedX	 ExtractedY
1630582750.329430	660	745
1630582750.362760	660	745
1630582750.396090	660	745
1630582750.429430	660	745
1630582750.462760	660	744
1630582750.496090	660	744
1630582750.529430	660	744
1630582750.562760	659	744
1630582750.596090	659	745
1630582750.629430	659	745
1630582750.662760	659	745
1630582750.696090	659	745
1630582750.729430	658	744
1630582750.762760	658	744
1630582750.796090	658	744
1630582750.829430	658	744
1630582750.862760	658	744
1630582750.896090	658	744
1630582750.929430	657	744
1630582750.962760	657	744
1630582750.996090	658	744
1630582751.029430	659	744
1630582751.062760	659	744
1630582751.096100	659	744
1630582751.129430	659	743
1630582751.162760	659	743
1630582751.196100	659	743
1630582751.229430	659	744
1630582751.262760	659	745
1630582751.296100	660	745
1630582751.329430	660	744
1630582751.362760	659	743
1630582751.396100	659	743
1630582751.429430	660	744
1630582751.462760	660	744
1630582751.496100	660	744
1630582751.529430	660	745
1630582751.562760	660	745
1630582751.596100	660	745
1630582751.629430	660	746
1630582751.662760	660	746
1630582751.696100	660	746
1630582751.729430	660	746
1630582751.762760	660	746
1630582751.796100	660	746
1630582751.829430	660	746
1630582751.862760	660	746
1630582751.896100	660	746
1630582751.929430	660	746
1630582751.962760	660	746
1630582751.996100	660	745
1630582752.029430	661	745
1630582752.062770	660	746
1630582752.096100	660	745
1630582752.129430	660	745
1630582752.162770	660	745
1630582752.196100	660	745
1630582752.229430	659	744
1630582752.262770	660	744
1630582752.296100	660	744
1630582752.329430	661	744
1630582752.362770	662	744
1630582752.396100	667	748
1630582752.429430	665	744
1630582752.462770	672	750
1630582752.496100	675	752
1630582752.529430	677	756
1630582752.562770	678	761
1630582752.596100	679	764
1630582752.629430	679	766
1630582752.662770	679	768
1630582752.696100	678	770
1630582752.729430	678	773
1630582752.762770	678	775
1630582752.796100	678	776
1630582752.829430	679	776
1630582752.862770	678	775
1630582752.896100	678	775
1630582752.929440	677	775
1630582752.962770	676	773
1630582752.996100	674	771
1630582753.029440	673	769
1630582753.062770	673	767
1630582753.096100	673	766
1630582753.129440	673	765
1630582753.162770	672	766
1630582753.196100	671	767
1630582753.229440	672	767
1630582753.262770	672	769
1630582753.296100	673	772
1630582753.329440	674	774
1630582753.362770	676	774
1630582753.396100	676	774
1630582753.429440	677	773
1630582753.462770	677	772
1630582753.496100	679	771
1630582753.529440	678	771
1630582753.562770	678	771
1630582753.596100	678	770
1630582753.629440	678	767
1630582753.662770	679	764
1630582753.696100	683	761
1630582753.729440	688	755
1630582753.762770	693	758
1630582753.796110	694	758
1630582753.829440	694	757
1630582753.862770	691	751
1630582753.896110	695	754
1630582753.929440	690	746
1630582753.962770	694	745
1630582753.996110	692	740
1630582754.029440	692	737
1630582754.062770	694	736
1630582754.096110	695	734
1630582754.129440	695	732
1630582754.162770	695	731
1630582754.196110	695	730
1630582754.229440	694	729
1630582754.262770	694	727
1630582754.296110	694	724
1630582754.329440	693	723
1630582754.362770	692	722
1630582754.396110	691	720
1630582754.429440	691	718
1630582754.462770	692	716
1630582754.496110	692	713
1630582754.529440	685	709
1630582754.562770	684	705
1630582754.596110	682	702
1630582754.629440	680	700
1630582754.662770	678	699
1630582754.696110	676	697
1630582754.729440	675	693
1630582754.762780	674	688
1630582754.796110	673	682
1630582754.829440	672	679
1630582754.862780	670	676
1630582754.896110	667	673
1630582754.929440	665	667
1630582754.962780	664	664
1630582754.996110	647	660
1630582755.029440	645	658
1630582755.062780	643	656
1630582755.096110	641	655
1630582755.129440	655	647
1630582755.162780	655	644
1630582755.196110	655	643
1630582755.229440	654	643
1630582755.262780	637	644
1630582755.296110	635	644
1630582755.329440	634	645
1630582755.362780	634	645
1630582755.396110	634	646
1630582755.429440	634	646
1630582755.462780	635	647
1630582755.496110	635	646
1630582755.529440	635	646
1630582755.562780	635	645
1630582755.596110	635	645
1630582755.629450	635	645
1630582755.662780	636	645
1630582755.696110	636	645
1630582755.729450	636	646
1630582755.762780	636	646
1630582755.796110	636	646
1630582755.829450	636	646
1630582755.862780	636	646
1630582755.896110	636	647
1630582755.929450	636	647
1630582755.962780	636	647
1630582755.996110	636	647
1630582756.029450	636	647
1630582756.062780	636	647
1630582756.096110	636	647
1630582756.129450	636	647
1630582756.162780	636	647
1630582756.196110	636	648
1630582756.229450	636	651
1630582756.262780	635	653
1630582756.296110	634	654
1630582756.329450	633	654
1630582756.362780	633	654
1630582756.396110	631	654
1630582756.429450	630	654
1630582756.462780	629	654
1630582756.496110	628	654
1630582756.529450	627	655
1630582756.562780	627	655
1630582756.596120	627	655
1630582756.629450	626	657
1630582756.662780	633	644
1630582756.696120	631	644
1630582756.729450	629	644
1630582756.762780	617	655
1630582756.796120	615	653
1630582756.829450	615	653
1630582756.862780	616	653
1630582756.896120	616	653
1630582756.929450	616	653
1630582756.962780	616	653
1630582756.996120	616	653
1630582757.029450	616	653
1630582757.062780	616	653
1630582757.096120	616	653
1630582757.129450	617	653
1630582757.162780	616	653
1630582757.196120	617	653
1630582757.229450	617	653
1630582757.262780	617	653
1630582757.296120	616	653
1630582757.329450	616	653
1630582757.362790	616	653
1630582757.396120	616	652
1630582757.429450	616	652
1630582757.462790	616	652
1630582757.496120	617	653
1630582757.529450	617	653
1630582757.562790	617	653
1630582757.596120	617	653
1630582757.629450	617	655
1630582757.662790	616	656
1630582757.696120	614	656
1630582757.729450	613	657
1630582757.762790	609	658
1630582757.796120	604	658
1630582757.829450	602	660
1630582757.862790	602	662
1630582757.896120	601	663
1630582757.929450	601	664
1630582757.962790	601	665
1630582757.996120	601	667
1630582758.029450	602	668
1630582758.062790	605	671
1630582758.096120	603	661
1630582758.129450	605	664
1630582758.162790	608	672
1630582758.196120	605	677
1630582758.229450	603	684
1630582758.262790	603	688
1630582758.296120	602	690
1630582758.329460	602	694
1630582758.362790	613	711
1630582758.396120	601	705
1630582758.429460	601	712
1630582758.462790	602	721
1630582758.496120	602	735
1630582758.529460	602	754
1630582758.562790	602	765
1630582758.596120	602	770
1630582758.629460	602	772
1630582758.662790	602	772
1630582758.696120	602	771
1630582758.729460	602	770
1630582758.762790	602	771
1630582758.796120	602	772
1630582758.829460	602	772
1630582758.862790	604	773
1630582758.896120	604	771
1630582758.929460	602	768
1630582758.962790	602	762
1630582758.996120	602	756
1630582759.029460	604	750
1630582759.062790	604	742
1630582759.096120	601	729
1630582759.129460	604	722
1630582759.162790	615	732
1630582759.196130	610	713
1630582759.229460	618	723
1630582759.262790	619	717
1630582759.296130	623	709
1630582759.329460	621	689
1630582759.362790	630	687
1630582759.396130	634	682
1630582759.429460	641	682
1630582759.462790	643	689
1630582759.496130	638	684
1630582759.529460	638	683
1630582759.562790	636	685
1630582759.596130	634	687
1630582759.629460	633	688
1630582759.662790	634	690
1630582759.696130	636	692
1630582759.729460	636	693
1630582759.762790	636	693
1630582759.796130	638	693
1630582759.829460	639	693
1630582759.862790	641	694
1630582759.896130	643	694
1630582759.929460	646	692
1630582759.962790	647	690
1630582759.996130	649	690
1630582760.029460	650	690
1630582760.062800	650	691
1630582760.096130	660	702
1630582760.129460	647	694
1630582760.162800	645	696
1630582760.196130	643	697
1630582760.229460	641	697
1630582760.262800	639	695
1630582760.296130	639	691
1630582760.329460	641	688
1630582760.362800	640	684
1630582760.396130	640	680
1630582760.429460	641	682
1630582760.462800	642	681
1630582760.496130	643	680
1630582760.529460	642	678
1630582760.562800	638	676
1630582760.596130	636	673
1630582760.629460	635	671
1630582760.662800	635	670
1630582760.696130	636	670
1630582760.729460	639	673
1630582760.762800	643	674
1630582760.796130	644	673
1630582760.829460	643	670
1630582760.862800	641	665
1630582760.896130	638	661
1630582760.929460	637	660
1630582760.962800	637	660
1630582760.996130	639	661
1630582761.029470	639	661
1630582761.062800	640	659
1630582761.096130	638	652
1630582761.129470	635	647
1630582761.162800	631	644
1630582761.196130	633	644
1630582761.229470	634	644
1630582761.262800	633	645
1630582761.296130	635	646
1630582761.329470	635	646
1630582761.362800	636	648
1630582761.396130	638	647
1630582761.429470	635	649
1630582761.462800	636	648
1630582761.496130	636	648
1630582761.529470	636	647
1630582761.562800	636	647
1630582761.596130	636	647
1630582761.629470	637	647
1630582761.662800	636	648
1630582761.696130	636	648
1630582761.729470	637	647
1630582761.762800	636	648
1630582761.796130	641	650
1630582761.829470	648	652
1630582761.862800	649	658
1630582761.896140	652	660
1630582761.929470	658	658
1630582761.962800	659	658
1630582761.996140	661	659
1630582762.029470	657	655
1630582762.062800	657	654
1630582762.096140	658	654
1630582762.129470	658	655
1630582762.162800	659	658
1630582762.196140	660	661
1630582762.229470	660	664
1630582762.262800	659	668
1630582762.296140	657	687
1630582762.329470	660	674
1630582762.362800	661	676
1630582762.396140	662	677
1630582762.429470	663	678
1630582762.462800	664	678
1630582762.496140	667	677
1630582762.529470	666	682
1630582762.562800	666	680
1630582762.596140	666	681
1630582762.629470	667	685
1630582762.662800	669	687
1630582762.696140	669	686
1630582762.729470	664	681
1630582762.762810	659	673
1630582762.796140	654	664
1630582762.829470	652	653
1630582762.862810	650	645
1630582762.896140	651	644
1630582762.929470	646	645
1630582762.962810	639	650
1630582762.996140	638	654
1630582763.029470	632	656
1630582763.062810	630	655
1630582763.096140	627	653
1630582763.129470	625	654
1630582763.162810	623	657
1630582763.196140	623	659
1630582763.229470	622	658
1630582763.262810	623	656
1630582763.296140	623	656
1630582763.329470	625	656
1630582763.362810	626	656
1630582763.396140	627	654
1630582763.429470	627	648
1630582763.462810	630	643
1630582763.496140	645	649
1630582763.529470	645	652
1630582763.562810	646	653
1630582763.596140	646	654
1630582763.629480	648	655
1630582763.662810	650	655
1630582763.696140	656	655
1630582763.729480	664	654
1630582763.762810	669	654
1630582763.796140	672	654
1630582763.829480	674	654
1630582763.862810	674	654
1630582763.896140	676	654
1630582763.929480	677	654
1630582763.962810	678	653
1630582763.996140	678	654
1630582764.029480	680	654
1630582764.062810	680	654
1630582764.096140	681	654
1630582764.129480	682	656
1630582764.162810	683	656
1630582764.196140	677	643
1630582764.229480	678	643
1630582764.262810	678	643
1630582764.296140	686	656
1630582764.329480	686	656
1630582764.362810	676	644
1630582764.396140	675	644
1630582764.429480	675	645
1630582764.462810	676	644
1630582764.496140	676	644
1630582764.529480	676	644
1630582764.562810	677	644
1630582764.596150	677	645
1630582764.629480	677	646
1630582764.662810	677	646
1630582764.696150	677	646
1630582764.729480	676	649
1630582764.762810	673	655
1630582764.796150	672	661
1630582764.829480	669	667
1630582764.862810	669	672
1630582764.896150	667	677
1630582764.929480	663	684
1630582764.962810	660	687
1630582764.996150	658	689
1630582765.029480	657	689
1630582765.062810	655	689
1630582765.096150	653	689
1630582765.129480	651	690
1630582765.162810	649	689
1630582765.196150	649	689
1630582765.229480	649	686
1630582765.262810	648	685
1630582765.296150	662	687
1630582765.329480	660	688
1630582765.362810	657	688
1630582765.396150	654	689
1630582765.429480	651	690
1630582765.462820	647	691
1630582765.496150	630	687
1630582765.529480	640	693
1630582765.562820	639	692
1630582765.596150	640	691
1630582765.629480	639	692
1630582765.662820	637	691
1630582765.696150	636	691
1630582765.729480	622	688
1630582765.762820	622	684
1630582765.796150	622	682
1630582765.829480	622	680
1630582765.862820	627	681
1630582765.896150	621	680
1630582765.929480	626	682
1630582765.962820	620	681
1630582765.996150	620	681
1630582766.029480	620	678
1630582766.062820	637	680
1630582766.096150	645	675
1630582766.129480	653	672
1630582766.162820	659	672
1630582766.196150	667	674
1630582766.229480	667	663
1630582766.262820	677	661
1630582766.296150	682	659
1630582766.329490	680	654
1630582766.362820	682	654
1630582766.396150	684	651
1630582766.429490	689	648
1630582766.462820	690	647
1630582766.496150	690	645
1630582766.529490	693	644
1630582766.562820	695	658
1630582766.596150	695	658
1630582766.629490	694	660
1630582766.662820	693	662
1630582766.696150	692	663
1630582766.729490	692	665
1630582766.762820	690	666
1630582766.796150	685	669
1630582766.829490	684	672
1630582766.862820	695	670
1630582766.896150	695	682
1630582766.929490	696	694
1630582766.962820	696	706
1630582766.996150	696	718
1630582767.029490	695	728
1630582767.062820	694	736
1630582767.096150	695	742
1630582767.129490	678	748
1630582767.162820	695	749
1630582767.196160	695	752
1630582767.229490	695	757
